,0,1,2,3,4,5,6,7,8,9
0,,0.0,0.0,,0.25,0.15,0.08974358974358974,0.028169014084507043,0.09090909090909091,0.0
1,,0.047619047619047616,0.058823529411764705,0.024390243902439025,0.01910828025477707,0.011389521640091117,0.045177045177045176,0.06582125603864734,0.1254355400696864,0.8461538461538461
2,,0.0,0.0,0.03571428571428571,0.0,0.005134788189987163,0.003986048829098156,0.010816468946266573,0.05057251908396947,0.9230769230769231
3,,0.0,0.0,0.0,0.0,0.0196078431372549,0.009868421052631578,0.005758157389635317,0.02586206896551724,0.3333333333333333
4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,
5,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
6,,,,,0.0,0.0,0.0,0.16666666666666666,0.5,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
